Unnamed: 0,time,title,Tuples,s,p,o,sp,po,spo,open price change,close price change
1124,20120820  11:30AM UTC,"Walmart brings layaway back early, tweaks fees","('Walmart', 'brings early', 'tweaks fees')",Walmart,brings early,tweaks fees,Walmart brings early,brings early tweaks fees,Walmart brings early tweaks fees,-0.40000200000000063,0.31000500000000386
1125,20120820  11:30AM UTC,"UPDATE 1-Walmart brings layaway back early, tweaks fees","('UPDATE Walmart', 'brings', 'layaway')",UPDATE Walmart,brings,layaway,UPDATE Walmart brings,brings layaway,UPDATE Walmart brings layaway,-0.40000200000000063,0.31000500000000386
1126,20120820  8:43AM UTC,"Walmart brings layaway back early, tweaks fees, adds items","('Walmart', 'brings early', 'tweaks fees')",Walmart,brings early,tweaks fees,Walmart brings early,brings early tweaks fees,Walmart brings early tweaks fees,-0.40000200000000063,0.31000500000000386
1128,20120821  11:33AM UTC,"PayPal, Facebook, Samsung and Walmart to speak at The Open Mobile Summit","('Walmart', 'speak at', 'Open Mobile Summit')",Walmart,speak at,Open Mobile Summit,Walmart speak at,speak at Open Mobile Summit,Walmart speak at Open Mobile Summit,0.29000100000000373,-0.870002999999997
1129,20120823  7:54PM UTC,Le Takes Early Lead at Walmart FLW Tour Open on the Detroit River Presented by National Guard,"('Le', 'Takes Lead on', 'Detroit River')",Le,Takes Lead on,Detroit River,Le Takes Lead on,Takes Lead on Detroit River,Le Takes Lead on Detroit River,0.45000500000000443,-0.20999900000001048
1130,20120823  3:50PM UTC,Celebrities Speak Out On Behalf Of Mercy For Animals: Walmart Pork Is Cruelty On A Fork,"('Celebrities', 'Speak On', 'Mercy')",Celebrities,Speak On,Mercy,Celebrities Speak On,Speak On Mercy,Celebrities Speak On Mercy,0.45000500000000443,-0.20999900000001048
1131,20120823  9:00AM UTC,Registered Nurses Provide Immunizations at Walmart Stores Nationwide,"('Nurses', 'Provide Immunizations at', 'Walmart Stores Nationwide')",Nurses,Provide Immunizations at,Walmart Stores Nationwide,Nurses Provide Immunizations at,Provide Immunizations at Walmart Stores Nationwide,Nurses Provide Immunizations at Walmart Stores Nationwide,0.45000500000000443,-0.20999900000001048
1132,20120826  6:53PM UTC,Nixon Wins Walmart FLW Tour on the Detroit River presented by National Guard,"('Nixon', 'Wins Walmart FLW Tour on', 'Detroit River presented by National Guard')",Nixon,Wins Walmart FLW Tour on,Detroit River presented by National Guard,Nixon Wins Walmart FLW Tour on,Wins Walmart FLW Tour on Detroit River presented by National Guard,Nixon Wins Walmart FLW Tour on Detroit River presented by National Guard,0.7799989999999895,0.3899990000000031
1133,20120827  4:03PM UTC,"Atlanta Area Walmart Stores Offer NASCAR Authentic Merchandise, Fan Events Starting Aug. 30","('Atlanta Area Walmart Stores', 'Offer', 'Fan Events Starting Aug. 30')",Atlanta Area Walmart Stores,Offer,Fan Events Starting Aug. 30,Atlanta Area Walmart Stores Offer,Offer Fan Events Starting Aug. 30,Atlanta Area Walmart Stores Offer Fan Events Starting Aug. 30,0.7799989999999895,0.3899990000000031
1135,20120829  3:26PM UTC,Walmart gives cardholders gas discount through December 24,"('Walmart', 'gives', 'cardholders gas discount')",Walmart,gives,cardholders gas discount,Walmart gives,gives cardholders gas discount,Walmart gives cardholders gas discount,0.4300009999999901,0.3599930000000029
1136,20120829  3:24PM UTC,UPDATE 2-Walmart gives cardholders gas discount through Dec. 24,"('UPDATE 2 Walmart', 'gives', 'cardholders gas discount')",UPDATE 2 Walmart,gives,cardholders gas discount,UPDATE 2 Walmart gives,gives cardholders gas discount,UPDATE 2 Walmart gives cardholders gas discount,0.4300009999999901,0.3599930000000029
1137,20120829  12:32PM UTC,CORRECTED-Walmart gives cardholders gas discount through Dec. 24,"('CORRECTED Walmart', 'gives', 'gas discount')",CORRECTED Walmart,gives,gas discount,CORRECTED Walmart gives,gives gas discount,CORRECTED Walmart gives gas discount,0.4300009999999901,0.3599930000000029
1138,20120829  10:46AM UTC,Walmart executive to present atGoldman Sachs Global Retailing Conference,"('Walmart executive', 'present', 'atGoldman Sachs Global Retailing Conference')",Walmart executive,present,atGoldman Sachs Global Retailing Conference,Walmart executive present,present atGoldman Sachs Global Retailing Conference,Walmart executive present atGoldman Sachs Global Retailing Conference,0.4300009999999901,0.3599930000000029
1139,20120829  10:30AM UTC,Walmart Pumps Up Savings on Gas with 15 Cents per Gallon Discount,"('Walmart Pumps Up Savings', 'is with', '15 Cents per Gallon Discount')",Walmart Pumps Up Savings,is with,15 Cents per Gallon Discount,Walmart Pumps Up Savings is with,is with 15 Cents per Gallon Discount,Walmart Pumps Up Savings is with 15 Cents per Gallon Discount,0.4300009999999901,0.3599930000000029
1140,20120830  11:00AM UTC,Walmart Announces New Search Engine to Power Walmart.com,"('Walmart', 'Announces New Search Engine to', 'Power Walmart.com')",Walmart,Announces New Search Engine to,Power Walmart.com,Walmart Announces New Search Engine to,Announces New Search Engine to Power Walmart.com,Walmart Announces New Search Engine to Power Walmart.com,0.01999600000000612,-0.5199970000000036
1141,20120831  4:59PM UTC,UPDATE 3-Walmart tests iPhone app checkout feature,"('UPDATE 3 Walmart', 'tests', 'iPhone app checkout feature')",UPDATE 3 Walmart,tests,iPhone app checkout feature,UPDATE 3 Walmart tests,tests iPhone app checkout feature,UPDATE 3 Walmart tests iPhone app checkout feature,-0.04000100000000373,0.34999799999999937
1142,20120904  3:32PM UTC,Walmart trims layaway fee to $5 from $15 after shoppers complain,"('Walmart', 'trims layaway fee to', '5 from $ 15 shoppers')",Walmart,trims layaway fee to,5 from $ 15 shoppers,Walmart trims layaway fee to,trims layaway fee to 5 from $ 15 shoppers,Walmart trims layaway fee to 5 from $ 15 shoppers,0.1800010000000043,0.9100040000000007
1143,20120904  3:28PM UTC,Walmart trims layaway fee to $5 from $15 after shoppers complain,"('Walmart', 'trims layaway fee to', '5 from $ 15 shoppers')",Walmart,trims layaway fee to,5 from $ 15 shoppers,Walmart trims layaway fee to,trims layaway fee to 5 from $ 15 shoppers,Walmart trims layaway fee to 5 from $ 15 shoppers,0.1800010000000043,0.9100040000000007
1145,20120904  12:41PM UTC,"Richmond Area Walmart Stores to host NASCAR Driver Appearances, Racing Simulators, Fun for Fans Starting Sept. 4","('Richmond Area Walmart Stores', 'host', 'Fun')",Richmond Area Walmart Stores,host,Fun,Richmond Area Walmart Stores host,host Fun,Richmond Area Walmart Stores host Fun,0.1800010000000043,0.9100040000000007
1146,20120904  12:34PM UTC,"Leading Retailers ebay, Gap and Walmart Explore the Future of Shopping at the Open Mobile Summit; David Marcus President PayPal to Keynote","('Walmart', 'Future of', 'Shopping')",Walmart,Future of,Shopping,Walmart Future of,Future of Shopping,Walmart Future of Shopping,0.1800010000000043,0.9100040000000007
1150,20120905  3:00AM UTC,Walmart's Global Community Donations Top US$958.9 million,"('Walmart', 'has', 'Global Community Donations Top')",Walmart,has,Global Community Donations Top,Walmart has,has Global Community Donations Top,Walmart has Global Community Donations Top,1.0900039999999933,0.04000100000000373
1151,20120906  7:34PM UTC,CORRECTED-RPT-UPDATE 3-Walmart tests iPhone app checkout feature,"('RPT UPDATE Walmart', 'tests', 'iPhone app checkout feature')",RPT UPDATE Walmart,tests,iPhone app checkout feature,RPT UPDATE Walmart tests,tests iPhone app checkout feature,RPT UPDATE Walmart tests iPhone app checkout feature,0.1200019999999995,1.2599949999999893
1152,20120906  7:31PM UTC,CORRECTED-RPT-UPDATE 3-Walmart tests iPhone app checkout feature,"('RPT UPDATE Walmart', 'tests', 'iPhone app checkout feature')",RPT UPDATE Walmart,tests,iPhone app checkout feature,RPT UPDATE Walmart tests,tests iPhone app checkout feature,RPT UPDATE Walmart tests iPhone app checkout feature,0.1200019999999995,1.2599949999999893
1153,20120906  7:09PM UTC,Walmart tests iPhone app checkout feature,"('Walmart', 'tests', 'iPhone app checkout feature')",Walmart,tests,iPhone app checkout feature,Walmart tests,tests iPhone app checkout feature,Walmart tests iPhone app checkout feature,0.1200019999999995,1.2599949999999893
1154,20120906  9:00AM UTC,"MoneyPass Expands Network to Offer Surcharge-Free ATM Access in More Than 2,000 Walmart Stores","('MoneyPass', 'Expands', 'Network')",MoneyPass,Expands,Network,MoneyPass Expands,Expands Network,MoneyPass Expands Network,0.1200019999999995,1.2599949999999893
1155,20120910  8:30AM UTC,Cowgirls 'N Angels Rides onto Blu-Ray and DVD October 2nd only at Walmart!,"(""Cowgirls 'N Angels"", 'Rides onto', 'Blu Ray')",Cowgirls 'N Angels,Rides onto,Blu Ray,Cowgirls 'N Angels Rides onto,Rides onto Blu Ray,Cowgirls 'N Angels Rides onto Blu Ray,-0.8099979999999931,-0.3099979999999931
1156,20120911  9:51AM UTC,Walmart Stores Bring NASCAR Fan Events and Unique Race Time Experiences to Chicago,"('NASCAR Fan Events', 'Stores', 'Unique Race Time Experiences')",Walmart Stores,Bring,NASCAR Fan Events,Walmart Stores Bring,Bring NASCAR Fan Events,Walmart Stores Bring NASCAR Fan Events,-0.16999800000000675,0.549995999999993
1159,20120911  3:01PM UTC,Walmart Asia to keep growing despite China slowdown fears: CEO - Fast Forward,"('Walmart Asia', 'keep', 'growing')",Walmart Asia,keep,growing,Walmart Asia keep,keep growing,Walmart Asia keep growing,-0.16999800000000675,0.549995999999993
1160,20120912  4:38PM UTC,Walmart Expands Solar Initiative in Arizona to Help Meet Company's Goal to be Powered 100 Percent by Renewable Energy,"('Walmart', 'Expands', 'Solar Initiative in Arizona')",Walmart,Expands,Solar Initiative in Arizona,Walmart Expands,Expands Solar Initiative in Arizona,Walmart Expands Solar Initiative in Arizona,0.3399969999999968,0.010002000000000066
1161,20120912  9:00AM UTC,"Walmart to Share Sustainability Success Stories, Updates and Key Learnings at Global Sustainability Milestone Meeting","('Walmart', 'Share Sustainability Success Stories at', 'Global Sustainability Milestone Meeting')",Walmart,Share Sustainability Success Stories at,Global Sustainability Milestone Meeting,Walmart Share Sustainability Success Stories at,Share Sustainability Success Stories at Global Sustainability Milestone Meeting,Walmart Share Sustainability Success Stories at Global Sustainability Milestone Meeting,0.3399969999999968,0.010002000000000066
1162,20120913  3:53PM UTC,Southern California Warehouse Call on Walmart to Take Responsibility for Warehouse Working Conditions,"('Walmart', 'Take', 'Responsibility')",Walmart,Take,Responsibility,Walmart Take,Take Responsibility,Walmart Take Responsibility,-0.1100009999999969,1.06999900000001
1163,20120913  12:30PM UTC,Walmart Expands Solar Initiative in Arizona,"('Walmart', 'Expands Solar Initiative in', 'Arizona')",Walmart,Expands Solar Initiative in,Arizona,Walmart Expands Solar Initiative in,Expands Solar Initiative in Arizona,Walmart Expands Solar Initiative in Arizona,-0.1100009999999969,1.06999900000001
1164,20120914  4:26PM UTC,BRIEF-Walmart says unable to agree on terms for East New York store,"('BRIEF Walmart', 'says', 'unable')",BRIEF Walmart,says,unable,BRIEF Walmart says,says unable,BRIEF Walmart says unable,0.8899990000000031,-0.6399990000000031
1165,20120914  12:00AM UTC,Walmart Unveils Top Toy List and Gives Parents Confidence to Shop Now for the Toys Kids Want at Everyday Low Prices,"('Walmart', 'Gives Parents Confidence to', 'Shop')",Walmart,Gives Parents Confidence to,Shop,Walmart Gives Parents Confidence to,Gives Parents Confidence to Shop,Walmart Gives Parents Confidence to Shop,0.8899990000000031,-0.6399990000000031
1166,20120917  9:44AM UTC,Walmart Stores Bring NASCAR Fan Events and Unique Race Time Experiences to New Hampshire,"('NASCAR Fan Events', 'Stores', 'Unique Race Time Experiences')",Walmart Stores,Bring NASCAR Fan Events to,New Hampshire,Walmart Stores Bring NASCAR Fan Events to,Bring NASCAR Fan Events to New Hampshire,Walmart Stores Bring NASCAR Fan Events to New Hampshire,-0.4799950000000024,-0.5100020000000001
1167,20120918  3:01AM UTC,"Walmart Launches Fighting Hunger Together Fall Initiative To Deliver Up To 53 Million Meals and Give Consumers the Chance to Win a $50,000 ""Golden Spark"" for Their Community","('Initiative', 'Deliver To', '53 Million Meals')",Initiative,Deliver To,53 Million Meals,Initiative Deliver To,Deliver To 53 Million Meals,Initiative Deliver To 53 Million Meals,-0.5100029999999975,-0.04000100000000373
1168,20120919  12:15AM UTC,Walmart and HumanaVitality Partner for First-of-its-Kind Healthier Food Program Designed to Incentivize Wellness in America,"('Walmart', 'Designed to', 'Incentivize Wellness in America')",Walmart,Designed to,Incentivize Wellness in America,Walmart Designed to,Designed to Incentivize Wellness in America,Walmart Designed to Incentivize Wellness in America,0.40000200000000063,0.42000600000000077
1169,20120921  8:28PM UTC,Judge lets Walmart discrimination case proceed for now,"('Walmart discrimination case', 'proceed for', 'now')",Walmart discrimination case,proceed for,now,Walmart discrimination case proceed for,proceed for now,Walmart discrimination case proceed for now,0.6399990000000031,-0.3000030000000038
1170,20120921  8:28PM UTC,UPDATE 1-Judge lets Walmart discrimination case proceed for now,"('Walmart discrimination case', 'proceed for', 'now')",Walmart discrimination case,proceed for,now,Walmart discrimination case proceed for,proceed for now,Walmart discrimination case proceed for now,0.6399990000000031,-0.3000030000000038
1171,20120921  7:30PM UTC,"Judge allows Walmart discrimination case to proceed, for now","('Walmart discrimination case', 'proceed for', 'now')",Walmart discrimination case,proceed for,now,Walmart discrimination case proceed for,proceed for now,Walmart discrimination case proceed for now,0.6399990000000031,-0.3000030000000038
1172,20120921  7:29PM UTC,"Judge allows Walmart discrimination case to proceed, for now","('Walmart discrimination case', 'proceed for', 'now')",Walmart discrimination case,proceed for,now,Walmart discrimination case proceed for,proceed for now,Walmart discrimination case proceed for now,0.6399990000000031,-0.3000030000000038
1175,20120921  11:16AM UTC,Walmart Increases Staffing Levels for the Christmas Season,"('Walmart', 'Increases', 'Staffing Levels for Christmas Season')",Walmart,Increases,Staffing Levels for Christmas Season,Walmart Increases,Increases Staffing Levels for Christmas Season,Walmart Increases Staffing Levels for Christmas Season,0.6399990000000031,-0.3000030000000038
1176,20120925  2:22PM UTC,"Esperanza Hosts Training Conference in Philadelphia for 150 Hispanic Clergy and Nonprofit Leaders - Sponsored by Walmart, Focused on Hunger and Nutrition Issues","('Esperanza', 'Hosts Training Conference for', '150 Clergy')",Esperanza,Hosts Training Conference for,150 Clergy,Esperanza Hosts Training Conference for,Hosts Training Conference for 150 Clergy,Esperanza Hosts Training Conference for 150 Clergy,0.7100070000000045,-0.47999599999999987
1177,20120925  12:06PM UTC,"Dover Area Walmart Stores to host NASCAR Racing Simulators, Fun for Fans Starting Sept. 26","('Dover Area Walmart Stores', 'host', 'NASCAR Racing Simulators')",Dover Area Walmart Stores,host,NASCAR Racing Simulators,Dover Area Walmart Stores host,host NASCAR Racing Simulators,Dover Area Walmart Stores host NASCAR Racing Simulators,0.7100070000000045,-0.47999599999999987
1179,20121001  8:00AM UTC,MoneyGram Announces New Money Transfer Agreement with Walmart,"('MoneyGram', 'Announces Money Transfer Agreement with', 'Walmart')",MoneyGram,Announces Money Transfer Agreement with,Walmart,MoneyGram Announces Money Transfer Agreement with,Announces Money Transfer Agreement with Walmart,MoneyGram Announces Money Transfer Agreement with Walmart,-0.05999799999999311,0.25
1180,20121002  11:38AM UTC,Walmart Launches Rapid Reloadâ¢ to Provide Americans with an Affordable and Convenient Way to Add Cash to Prepaid Cards,"('Walmart', 'Launches', '¢')",Walmart,Launches,¢,Walmart Launches,Launches ¢,Walmart Launches ¢,0.1799999999999926,-0.3000030000000038
1181,20121002  9:01AM UTC, Walmart Canada Selects CommerceHub for eCommerce Drop Ship Fulfillment,"('Walmart Canada', 'Selects', 'CommerceHub')",Walmart Canada,Selects,CommerceHub,Walmart Canada Selects,Selects CommerceHub,Walmart Canada Selects CommerceHub,0.1799999999999926,-0.3000030000000038
1182,20121003  3:53PM UTC,"Walmart Stores Bring NASCAR Driver Appearances, Fan Events and Unique Race Time Experiences to Talladega Area","('Walmart Stores', 'Bring', 'NASCAR Driver Appearances')",Walmart Stores,Bring,NASCAR Driver Appearances,Walmart Stores Bring,Bring NASCAR Driver Appearances,Walmart Stores Bring NASCAR Driver Appearances,0.04999600000000726,0.4499969999999962
1183,20121003  3:51PM UTC, Walmart Canada Selects CommerceHub for eCommerce Drop Ship Fulfillment,"('Walmart Canada', 'Selects', 'CommerceHub')",Walmart Canada,Selects,CommerceHub,Walmart Canada Selects,Selects CommerceHub,Walmart Canada Selects CommerceHub,0.04999600000000726,0.4499969999999962
1185,20121003  8:00AM UTC,Liberty Tax Service Will Offer Tax Preparation Services in More Than 300 Walmart Stores in 2013,"('Liberty Tax Service', 'Will Offer Tax Preparation Services in', '2013')",Liberty Tax Service,Will Offer Tax Preparation Services in,2013,Liberty Tax Service Will Offer Tax Preparation Services in,Will Offer Tax Preparation Services in 2013,Liberty Tax Service Will Offer Tax Preparation Services in 2013,0.04999600000000726,0.4499969999999962
1186,20121004  6:03PM UTC,Walmart says union's LA protest has no impact,"('union', 'has', 'LA protest')",union,has,LA protest,union has,has LA protest,union has LA protest,0.4800029999999964,0.5200040000000001
1187,20121004  5:15PM UTC,UPDATE 1-Walmart says union's LA protest has no impact,"('union', 'has', 'LA protest')",union,has,LA protest,union has,has LA protest,union has LA protest,0.4800029999999964,0.5200040000000001
1188,20121004  4:28PM UTC,Walmart says union's LA protest has no impact,"('union', 'has', 'LA protest')",union,has,LA protest,union has,has LA protest,union has LA protest,0.4800029999999964,0.5200040000000001
1190,20121004  11:36AM UTC," Canada's leading union stands in solidarity with Striking Walmart Workers throughout Los Angeles, California","(""Canada 's leading union"", 'stands with', 'Walmart Workers throughout Los Angeles')",Canada 's leading union,stands with,Walmart Workers throughout Los Angeles,Canada 's leading union stands with,stands with Walmart Workers throughout Los Angeles,Canada 's leading union stands with Walmart Workers throughout Los Angeles,0.4800029999999964,0.5200040000000001
1191,20121004  11:29AM UTC,"With Protests at America`s Largest Retailer Expanding Nationwide, Los Angeles Walmart Workers Walk Off Job","('Largest Retailer Expanding Nationwide', 'is With', 'Protests at America')",Largest Retailer Expanding Nationwide,is With,Protests at America,Largest Retailer Expanding Nationwide is With,is With Protests at America,Largest Retailer Expanding Nationwide is With Protests at America,0.4800029999999964,0.5200040000000001
1192,20121007  6:37PM UTC,"Walmart, Amex to make financial services announcement Monday","('Amex', 'make services announcement at_time', 'Monday')",Amex,make services announcement at_time,Monday,Amex make services announcement at_time,make services announcement at_time Monday,Amex make services announcement at_time Monday,0.2200019999999938,0.12000299999999697
1193,20121007  6:36PM UTC,"UPDATE 1-Walmart, Amex to make financial services announcement Monday","('Amex', 'make services announcement at_time', 'Monday')",Amex,make services announcement at_time,Monday,Amex make services announcement at_time,make services announcement at_time Monday,Amex make services announcement at_time Monday,0.2200019999999938,0.12000299999999697
1194,20121008  10:51AM UTC,"Charlotte Area Walmart Stores to host NASCAR Driver Appearances, Racing Simulators, Fun for Fans Starting Oct. 9","('Charlotte Area Walmart Stores', 'host', 'Fun')",Charlotte Area Walmart Stores,host,Fun,Charlotte Area Walmart Stores host,host Fun,Charlotte Area Walmart Stores host Fun,0.2200019999999938,0.12000299999999697
1195,20121008  8:00AM UTC,"GoodwillÂ®, Walmart Foundation Expand Career Advancement Program to Help Women in 49 Communities Nationwide","('Walmart Foundation Expand Career Advancement Program', 'Help Women in', '49 Communities Nationwide')",Walmart Foundation Expand Career Advancement Program,Help Women in,49 Communities Nationwide,Walmart Foundation Expand Career Advancement Program Help Women in,Help Women in 49 Communities Nationwide,Walmart Foundation Expand Career Advancement Program Help Women in 49 Communities Nationwide,0.2200019999999938,0.12000299999999697
1196,20121008  8:00AM UTC,American Express and Walmart Launch Bluebird: a New Alternative to Debit and Checking Accounts,"('New Alternative', 'Debit', 'Accounts')",New Alternative,Debit,Accounts,New Alternative Debit,Debit Accounts,New Alternative Debit Accounts,0.2200019999999938,0.12000299999999697
1197,20121009  1:59PM UTC, Historic Walmart Strike in Los Angeles Inspires More Walmart Workers Throughout the United States to Walk Off the Job,"('Historic Walmart Strike', 'Inspires', 'Walmart Workers Throughout United States')",Historic Walmart Strike,Inspires,Walmart Workers Throughout United States,Historic Walmart Strike Inspires,Inspires Walmart Workers Throughout United States,Historic Walmart Strike Inspires Walmart Workers Throughout United States,0.0,-1.110000999999997
1198,20121009  11:21AM UTC,"With Protests against America`s Largest Retailer Expanding Nationwide, Walmart Workers in at least Six Cities Walk Off Job","('Walmart Workers', 'Walk Off', 'Job')",Walmart Workers,Walk Off,Job,Walmart Workers Walk Off,Walk Off Job,Walmart Workers Walk Off Job,0.0,-1.110000999999997
1199,20121009  10:27AM UTC,Walmart tests limited same-day delivery of online orders,"('Walmart', 'tests', 'day delivery of online orders')",Walmart,tests,limited same day delivery,Walmart tests,tests limited same day delivery,Walmart tests limited same day delivery,0.0,-1.110000999999997
1200,20121009  10:00AM UTC,Walmart tests limited same-day delivery of online orders,"('Walmart', 'tests', 'day delivery of online orders')",Walmart,tests,limited same day delivery,Walmart tests,tests limited same day delivery,Walmart tests limited same day delivery,0.0,-1.110000999999997
1201,20121009  9:57AM UTC,Walmart's James Cordero Added to Opening Panel at Digital Place-Based Advertising Association's 5th Annual Digital Media Summit in New York on October 16,"('Digital Based Advertising Association', 'at', '5th Annual Digital Media Summit in New York')",Digital Based Advertising Association,at,5th Annual Digital Media Summit in New York,Digital Based Advertising Association at,at 5th Annual Digital Media Summit in New York,Digital Based Advertising Association at 5th Annual Digital Media Summit in New York,0.0,-1.110000999999997
1202,20121010  6:56PM UTC," As Walmart Strikes Go Viral in the US, Canadian 'Associates' Have ""Plenty of Reason to Be Inspired,"" Says Canada's Leading Retail ","(""Canadian ' Associates"", 'Be', 'Inspired')",Canadian ' Associates,Be,Inspired,Canadian ' Associates Be,Be Inspired,Canadian ' Associates Be Inspired,-0.5100020000000001,1.2799989999999895
1203,20121010  3:14PM UTC,"Walmart reinforces financial priorities:growth, leverage and returns; Company lowers fiscal 2014 capital plan from current year","('Company', 'lowers', 'fiscal 2014 capital plan')",Company,lowers,fiscal 2014 capital plan,Company lowers,lowers fiscal 2014 capital plan,Company lowers fiscal 2014 capital plan,-0.5100020000000001,1.2799989999999895
1204,20121010  10:32AM UTC,BRIEF-Walmart U.S. exec sees over $150 million in savings from sustainability efforts such as solar panels,"('Walmart U.S. exec', 'sees', 'over $ 150 million in savings from sustainability efforts')",Walmart U.S. exec,sees,over $ 150 million in savings from sustainability efforts,Walmart U.S. exec sees,sees over $ 150 million in savings from sustainability efforts,Walmart U.S. exec sees over $ 150 million in savings from sustainability efforts,-0.5100020000000001,1.2799989999999895
1205,20121010  9:49AM UTC,BRIEF-Walmart U.S. exec sees momentum from back-to-school continuing into holiday season,"('Walmart U.S. exec', 'sees', 'momentum from back to school continuing')",Walmart U.S. exec,sees,momentum from back to school continuing,Walmart U.S. exec sees,sees momentum from back to school continuing,Walmart U.S. exec sees momentum from back to school continuing,-0.5100020000000001,1.2799989999999895
1206,20121010  9:19AM UTC,"Walmart CEO Says Combination of Momentum, Discipline and Investment Driving Growth, Leverage and Returns","('Growth', 'Combination', 'Returns')",N,o,n,N o,o n,N o n,-0.5100020000000001,1.2799989999999895
1207,20121011  8:51PM UTC,Kenney Leads Walmart FLW Tour Open on Sam Rayburn Presented by Mercury,"('Kenney', 'Leads Walmart FLW Tour Open on', 'Sam Rayburn')",Kenney,Leads Walmart FLW Tour Open on,Sam Rayburn,Kenney Leads Walmart FLW Tour Open on,Leads Walmart FLW Tour Open on Sam Rayburn,Kenney Leads Walmart FLW Tour Open on Sam Rayburn,1.9499959999999987,-0.4099959999999925
1208,20121011  2:06PM UTC,"Scott & White Healthcare, Walmart join forces","('White Healthcare', 'join', 'forces')",White Healthcare,join,forces,White Healthcare join,join forces,White Healthcare join forces,1.9499959999999987,-0.4099959999999925
1209,20121011  9:04AM UTC,Walmart Expands Health Benefits to Cover Heart and Spine Surgeries at No Cost to Associates,"('Walmart', 'Expands', 'Health Benefits')",Walmart,Expands,Health Benefits,Walmart Expands,Expands Health Benefits,Walmart Expands Health Benefits,1.9499959999999987,-0.4099959999999925
1210,20121011  6:30AM UTC," REPEAT: As Walmart Strikes Go Viral in the US, Canadian 'Associates' Have ""Plenty of Reason to Be Inspired,"" Says Canada's Leading","(""Canadian ' Associates"", 'Be', 'Inspired')",Canadian ' Associates,Be,Inspired,Canadian ' Associates Be,Be Inspired,Canadian ' Associates Be Inspired,1.9499959999999987,-0.4099959999999925
1211,20121015  12:01AM UTC,Humana Walmart-Preferred Rx Plan (PDP) Provides Affordable Prescriptions to Seniors and Other Medicare Beneficiaries,"('Humana Walmart Preferred Rx Plan', 'Provides Prescriptions to', 'Seniors')",Humana Walmart Preferred Rx Plan,Provides Prescriptions to,Seniors,Humana Walmart Preferred Rx Plan Provides Prescriptions to,Provides Prescriptions to Seniors,Humana Walmart Preferred Rx Plan Provides Prescriptions to Seniors,0.45000500000000443,1.3400040000000075
1212,20121016  12:51PM UTC,"Brixmor Announces Grand Opening of Walmart Supercenter in Randallstown, MD","('Brixmor', 'Announces', 'Grand Opening')",Brixmor,Announces,Grand Opening,Brixmor Announces,Announces Grand Opening,Brixmor Announces Grand Opening,1.7299950000000024,-0.23999799999999993
1213,20121016  9:00AM UTC,"From Costumes to Decor, Walmart is the One-Stop Shop for a Family Friendly Halloween","('Walmart', 'is', 'From Costumes One Stop Shop for Family Friendly Halloween')",Walmart,is,From Costumes One Stop Shop for Family Friendly Halloween,Walmart is,is From Costumes One Stop Shop for Family Friendly Halloween,Walmart is From Costumes One Stop Shop for Family Friendly Halloween,1.7299950000000024,-0.23999799999999993
1215,20121022  4:15PM UTC,Walmart to Host NASCAR Events in Martinsville Area Stores Starting Oct. 24,"('Host NASCAR Events', 'is in', 'Martinsville Area Stores')",Host NASCAR Events,is in,Martinsville Area Stores,Host NASCAR Events is in,is in Martinsville Area Stores,Host NASCAR Events is in Martinsville Area Stores,-0.9000020000000006,0.02999900000000366
1216,20121022  11:15AM UTC,"Walmart to Announce New Sustainability Commitments in Beijing, China","('Walmart', 'Announce', 'China')",Walmart,Announce,China,Walmart Announce,Announce China,Walmart Announce China,-0.9000020000000006,0.02999900000000366
1217,20121024  10:05AM UTC,U.S. Cellular Launches Postpaid Plans and Devices in More Than 460 Walmart Stores,"('U.S. Cellular', 'Launches', 'Postpaid Plans')",U.S. Cellular,Launches,Postpaid Plans,U.S. Cellular Launches,Launches Postpaid Plans,U.S. Cellular Launches Postpaid Plans,-0.12000299999999697,0.05999799999999311
1218,20121025  5:18PM UTC,UFCW 8-Golden State Begins Informational Picketing at Four Walmart Neighborhood Markets,"('Golden State', 'Begins', 'Informational Picketing')",Golden State,Begins,Informational Picketing,Golden State Begins,Begins Informational Picketing,Golden State Begins Informational Picketing,0.370002999999997,0.5
1219,20121025  12:30PM UTC,"Congressman Herger Joins Walmart to Celebrate Newly-Operational Industrial Wind Turbine at Distribution Center in Red Bluff, Calif.","('Walmart', 'Celebrate', 'Industrial Wind Turbine')",Walmart,Celebrate,Industrial Wind Turbine,Walmart Celebrate,Celebrate Industrial Wind Turbine,Walmart Celebrate Industrial Wind Turbine,0.370002999999997,0.5
1220,20121025  3:00AM UTC,Walmart Announces New Commitments to Drive Sustainability Deeper into the Company's Global Supply Chain,"('New Commitments', 'Drive', 'Sustainability')",New Commitments,Drive,Sustainability,New Commitments Drive,Drive Sustainability,New Commitments Drive Sustainability,0.370002999999997,0.5
1221,20121026  12:00AM UTC,Walmart Global eCommerce Completes Increased Investment In Yihaodian,"('Walmart Global eCommerce', 'Completes Investment In', 'Yihaodian')",Walmart Global eCommerce,Completes Investment In,Yihaodian,Walmart Global eCommerce Completes Investment In,Completes Investment In Yihaodian,Walmart Global eCommerce Completes Investment In Yihaodian,-0.10000600000000759,-0.20999899999999627
