Unnamed: 0,time,title,Tuples,s,p,o,sp,po,spo,open price change,close price change
1222,20121029  5:15PM UTC,"Walmart Celebrates Newly-Operational Industrial Wind Turbine at Distribution Center in Red Bluff, California","('Distribution Center', 'is in', 'Red Bluff')",Distribution Center,is in,Red Bluff,Distribution Center is in,is in Red Bluff,Distribution Center is in Red Bluff,0.050003000000003794,-0.09000399999999331
1223,20121030  10:52AM UTC,"Kentucky Community Rallies to Secure $250,000 to Help Fight Childhood Hunger through Walmart's Golden Spark Promotion","('Kentucky Community Rallies', 'Secure', '$')",Kentucky Community Rallies,Secure,$,Kentucky Community Rallies Secure,Secure $,Kentucky Community Rallies Secure $,0.050003000000003794,-0.09000399999999331
1224,20121030  10:48AM UTC,"Tennessee Communities Rally to Secure $500,000 to Help Fight Childhood Hunger through Walmart's Golden Spark Promotion","('Tennessee Communities Rally', 'Secure', '$')",Tennessee Communities Rally,Secure,$,Tennessee Communities Rally Secure,Secure $,Tennessee Communities Rally Secure $,0.050003000000003794,-0.09000399999999331
1225,20121030  8:00AM UTC,"Texas Walmart Stores Offer NASCAR Driver Appearances, Fan Events Starting Oct. 31","('Texas Walmart Stores', 'Offer', 'Fan Events Starting Oct. 31')",Texas Walmart Stores,Offer,Fan Events Starting Oct. 31,Texas Walmart Stores Offer,Offer Fan Events Starting Oct. 31,Texas Walmart Stores Offer Fan Events Starting Oct. 31,0.050003000000003794,-0.09000399999999331
1226,20121030  7:24AM UTC,Research and Markets: Successes and Failures Case Study: Walmart and P&G; Family Movie Night Sees Increased Sales for Both Companies,"('Family Movie Night', 'Sees', 'Sales for Companies')",Family Movie Night,Sees,Sales for Companies,Family Movie Night Sees,Sees Sales for Companies,Family Movie Night Sees Sales for Companies,0.050003000000003794,-0.09000399999999331
1227,20121031  3:26PM UTC,"California Right to Know Campaign urges Marissa Mayer, Jim Breyer: Support Labeling Walmart's Insecticide Sweet Corn and Prop 37","('California Right', 'urges', 'Marissa Mayer')",California Right,urges,Marissa Mayer,California Right urges,urges Marissa Mayer,California Right urges Marissa Mayer,0.050003000000003794,-0.09000399999999331
1228,20121101  2:03PM UTC,Action for Healthy Kids Improves School Nutrition With Support From Walmart,"('School Nutrition', 'Action for', 'Kids')",Action,Improves School Nutrition With,Support,Action Improves School Nutrition With,Improves School Nutrition With Support,Action Improves School Nutrition With Support,-0.12000299999999697,-1.5700000000000074
1229,20121101  11:22AM UTC,"Visa and AMEX join PayPal, Walmart and more at The Open Mobile Summit","('PayPal', 'Visa', 'Walmart')",AMEX,join PayPal at,Open Mobile Summit,AMEX join PayPal at,join PayPal at Open Mobile Summit,AMEX join PayPal at Open Mobile Summit,-0.12000299999999697,-1.5700000000000074
1230,20121101  9:00AM UTC,"Walmart Launches Second Annual ""12 Days of Giving"" Campaign; Asks Facebook Users for Nonprofit Nominees","('Walmart', 'Launches', 'Second Annual')",Walmart,Launches,Second Annual,Walmart Launches,Launches Second Annual,Walmart Launches Second Annual,-0.12000299999999697,-1.5700000000000074
1231,20121101  9:00AM UTC,"NCR to Install 10,000 Self-Checkout Devices at More Than 1,200 Walmart Locations","('NCR', 'Install', '10,000 Self Checkout Devices')",NCR,Install,"10,000 Self Checkout Devices",NCR Install,"Install 10,000 Self Checkout Devices","NCR Install 10,000 Self Checkout Devices",-0.12000299999999697,-1.5700000000000074
1232,20121101  8:00AM UTC,TruConnect To Deliver More Value and Bandwidth to Casual and Heavy Users with Expanded Internet on the Go Wireless Internet Plans Available Only at Walmart,"('More Value', 'TruConnect', 'Bandwidth')",N,o,n,N o,o n,N o n,-0.12000299999999697,-1.5700000000000074
1234,20121105  1:32PM UTC,Walmart to Host NASCAR Events in Phoenix Area Stores Starting Nov. 7,"('Host NASCAR Events', 'is in', 'Phoenix Area Stores')",Host NASCAR Events,is in,Phoenix Area Stores,Host NASCAR Events is in,is in Phoenix Area Stores,Host NASCAR Events is in Phoenix Area Stores,-0.7999949999999956,0.3700019999999995
1235,20121107  1:00PM UTC,Walmart to Offer Leading Hypertension Drugs for a Penny Exclusively Through Humana Walmart-Preferred Rx (PDP) Plan,"('Walmart', 'Offer', 'Leading Hypertension Drugs')",Walmart,Offer,Leading Hypertension Drugs,Walmart Offer,Offer Leading Hypertension Drugs,Walmart Offer Leading Hypertension Drugs,0.25,-0.6500010000000032
1236,20121108  6:12PM UTC,"Walmart moves ""Black Friday"" earlier on Thanksgiving","('Walmart', 'moves earlier at_time', 'Black Friday')",Walmart,moves earlier at_time,Black Friday,Walmart moves earlier at_time,moves earlier at_time Black Friday,Walmart moves earlier at_time Black Friday,-0.4099959999999925,-0.6299980000000005
1237,20121108  1:21PM UTC,"UPDATE 1-Walmart moves ""Black Friday"" earlier on Thanksgiving","('UPDATE Walmart', 'moves at_time', 'Black Friday earlier on Thanksgiving')",UPDATE Walmart,moves at_time,Black Friday earlier on Thanksgiving,UPDATE Walmart moves at_time,moves at_time Black Friday earlier on Thanksgiving,UPDATE Walmart moves at_time Black Friday earlier on Thanksgiving,-0.4099959999999925,-0.6299980000000005
1239,20121108  12:07AM UTC,"Walmart moves ""Black Friday"" earlier on Thanksgiving night","('Walmart', 'moves earlier at_time', 'Black Friday')",Walmart,moves earlier at_time,Black Friday,Walmart moves earlier at_time,moves earlier at_time Black Friday,Walmart moves earlier at_time Black Friday,-0.4099959999999925,-0.6299980000000005
1241,20121108  12:00AM UTC,"Walmart moves ""Black Friday"" earlier on Thanksgiving night","('Walmart', 'moves earlier at_time', 'Black Friday')",Walmart,moves earlier at_time,Black Friday,Walmart moves earlier at_time,moves earlier at_time Black Friday,Walmart moves earlier at_time Black Friday,-0.4099959999999925,-0.6299980000000005
1243,20121113  9:10AM UTC,"Walmart Stores Bring NASCAR Driver Appearances, Fan Events and Unique Race Time Experiences to Miami Area","('Walmart Stores', 'Bring', 'NASCAR Driver Appearances')",Walmart Stores,Bring,NASCAR Driver Appearances,Walmart Stores Bring,Bring NASCAR Driver Appearances,Walmart Stores Bring NASCAR Driver Appearances,-0.29999600000000726,-0.6700050000000033
1244,20121114  4:45PM UTC,Walmart Statement on Fiscal Cliff Meeting with President Obama,"('Walmart Statement', 'is with', 'President Obama')",Walmart Statement,is with,President Obama,Walmart Statement is with,is with President Obama,Walmart Statement is with President Obama,-0.10999999999999943,-0.5
1247,20121114  5:00AM UTC,Walmart Introduces Goodies Co. to Deliver Delicious to Your Front Door,"('Goodies Co.', 'Deliver', 'Delicious')",Goodies Co.,Deliver,Delicious,Goodies Co. Deliver,Deliver Delicious,Goodies Co. Deliver Delicious,-0.10999999999999943,-0.5
1250,20121115  7:04AM UTC,"Walmart reports Q3 EPS of $1.08, reaffirms top end of full-year EPS guidance; Company is well positioned for Q4 holidays","('Walmart', 'reports', 'Q3 EPS')",Walmart,reports,Q3 EPS,Walmart reports,reports Q3 EPS,Walmart reports Q3 EPS,-2.199996999999996,-2.5899969999999968
1251,20121119  1:00PM UTC,Parker Williams' Design of Walmart Private Label Pet Food Recognized with Retailer Innovation Award in Packaging Design,"('Retailer Innovation Award', 'is in', 'Packaging Design')",Retailer Innovation Award,is in,Packaging Design,Retailer Innovation Award is in,is in Packaging Design,Retailer Innovation Award is in Packaging Design,-0.43999399999999866,0.9899979999999999
1260,20121123  6:54PM UTC,"Nine arrests in Walmart protest, business still brisk","('business', 'still brisk in', 'Walmart protest')",business,still brisk in,Walmart protest,business still brisk in,still brisk in Walmart protest,business still brisk in Walmart protest,0.4799950000000024,1.3099979999999931
1261,20121123  6:31PM UTC,"UPDATE 2-Nine arrests in Walmart protest, business still brisk","('business', 'still brisk in', 'Walmart protest')",business,still brisk in,Walmart protest,business still brisk in,still brisk in Walmart protest,business still brisk in Walmart protest,0.4799950000000024,1.3099979999999931
1265,20121125  8:26PM UTC,Suspected Walmart thief dies after altercation with employees,"('Walmart thief', 'dies after', 'altercation with employees')",Walmart thief,dies after,altercation with employees,Walmart thief dies after,dies after altercation with employees,Walmart thief dies after altercation with employees,0.7900010000000037,-0.2899929999999955
1266,20121125  8:23PM UTC,Suspected Walmart thief dies after altercation with employees,"('Walmart thief', 'dies after', 'altercation with employees')",Walmart thief,dies after,altercation with employees,Walmart thief dies after,dies after altercation with employees,Walmart thief dies after altercation with employees,0.7900010000000037,-0.2899929999999955
1268,20121127  12:01AM UTC,Walmart's Talking Holiday Toys Survey Reveals That Kids Will Do Almost Anything for Their Holiday Toys...Except Eat Spinach,"('Walmart', 'has', 'Talking Holiday Toys Survey')",Walmart,has,Talking Holiday Toys Survey,Walmart has,has Talking Holiday Toys Survey,Walmart has Talking Holiday Toys Survey,-0.2299950000000024,-0.4100040000000007
1270,20121203  7:15AM UTC,"Local Walmarts To Host Red Kettles And ""Fill The Truck"" Toy Drive To Support The Salvation Army","('Truck Toy Drive', 'Support', 'Salvation Army')",Truck Toy Drive,Support,Salvation Army,Truck Toy Drive Support,Support Salvation Army,Truck Toy Drive Support Salvation Army,1.1400000000000006,-0.6800010000000043
1271,20121204  6:04PM UTC,"Walmart And The Salvation Army Will Partner To ""Fill the Truck"" With Toys To Help Make Christmas Bright For Thousands In Need","('Toys', 'Make', 'Christmas Bright')",Toys,Make,Christmas Bright,Toys Make,Make Christmas Bright,Toys Make Christmas Bright,-0.6400000000000006,0.7800069999999977
1272,20121204  4:48PM UTC,Eternal Energy Launches Premium Energy Shot at Walmart for Only 88 Cents,"('Eternal Energy', 'Launches Premium Energy Shot at', 'Walmart')",Eternal Energy,Launches Premium Energy Shot at,Walmart,Eternal Energy Launches Premium Energy Shot at,Launches Premium Energy Shot at Walmart,Eternal Energy Launches Premium Energy Shot at Walmart,-0.6400000000000006,0.7800069999999977
1273,20121206  2:36PM UTC,"Walmart Says Green Monday Is Busiest Online Shopping Day in December and Hosts Special ""One-Day Only"" Event Online (Dec. 10)","('Busiest Online Shopping Day', 'is in', 'December')",Busiest Online Shopping Day,is in,December,Busiest Online Shopping Day is in,is in December,Busiest Online Shopping Day is in December,-0.27000400000001434,-0.060006000000001336
1274,20121210  8:00AM UTC,"Walmart's ""12 Days of Giving"" Facebook Campaign Sparks Holiday Spirit Across the U.S. through $1.5 Million in Grants to 140 Nonprofits","('Walmart', 'has', '12 Days')",Walmart,has,12 Days,Walmart has,has 12 Days,Walmart has 12 Days,0.18000000000000682,-0.1399990000000031
1275,20121211  8:00AM UTC,"Walmart Gives $100,000 to 10 Nonprofits Supporting Seniors on the Second Day of ""12 Days of Giving"" Holiday Campaign","('Walmart', 'Gives', '$ 100,000 to 10 Nonprofits')",Walmart,Gives,"$ 100,000 to 10 Nonprofits",Walmart Gives,"Gives $ 100,000 to 10 Nonprofits","Walmart Gives $ 100,000 to 10 Nonprofits",0.16999799999999254,-1.2600029999999975
1276,20121212  8:22PM UTC,Walmart in talks to buy stake in Turkish retailer: FT,"('Walmart', 'is in', 'talks to buy')",Walmart,is in,talks to buy,Walmart is in,is in talks to buy,Walmart is in talks to buy,-2.050003000000004,-1.9499969999999962
1277,20121212  8:02PM UTC,Walmart in talks to buy stake in Turkish retailer-FT,"('Walmart', 'is in', 'talks to buy')",Walmart,is in,talks to buy,Walmart is in,is in talks to buy,Walmart is in talks to buy,-2.050003000000004,-1.9499969999999962
1278,20121212  1:58PM UTC,"Webcollage Extends Footprint in UK in Deal With Walmart Subsidiary, Asda Stores","('Webcollage', 'Extends', 'Footprint in UK')",Webcollage,Extends,Footprint in UK,Webcollage Extends,Extends Footprint in UK,Webcollage Extends Footprint in UK,-2.050003000000004,-1.9499969999999962
1280,20121212  8:00AM UTC,"Walmart Gives $150,000 to 10 Nonprofits Led by Extraordinary Volunteers on the Third Day of ""12 Days of Giving"" Holiday Campaign","('Walmart', 'Gives', '$ 150,000 to 10 Nonprofits Led')",Walmart,Gives,"$ 150,000 to 10 Nonprofits Led",Walmart Gives,"Gives $ 150,000 to 10 Nonprofits Led","Walmart Gives $ 150,000 to 10 Nonprofits Led",-2.050003000000004,-1.9499969999999962
1282,20121213  8:30AM UTC,Barnes & Noble`s Critically Acclaimed NOOKÂ® HD and NOOKÂ® HD+ Now Available at Walmart,"('Noble', '`s', 'NOOKÂ HD')",Noble,`s,NOOKÂ HD,Noble `s,`s NOOKÂ HD,Noble `s NOOKÂ HD,-1.1599959999999925,0.09999899999999684
1286,20121214  8:00AM UTC,"Walmart Gives $120,000 to 14 Nonprofits Supporting Children on the Fifth Day of ""12 Days of Giving"" Holiday Campaign","('Walmart', 'Gives', '$ 120,000 to 14 Nonprofits')",Walmart,Gives,"$ 120,000 to 14 Nonprofits",Walmart Gives,"Gives $ 120,000 to 14 Nonprofits","Walmart Gives $ 120,000 to 14 Nonprofits",0.010002000000000066,-0.29000100000000373
1287,20121215  8:00AM UTC,"Walmart Gives $110,000 to 11 Nonprofits Supporting Our Military and Veterans on the Sixth Day of ""12 Days of Giving"" Holiday Campaign","('Walmart', 'Gives', '$ 110,000 to 11 Nonprofits')",Walmart,Gives,"$ 110,000 to 11 Nonprofits",Walmart Gives,"Gives $ 110,000 to 11 Nonprofits","Walmart Gives $ 110,000 to 11 Nonprofits",0.010002000000000066,-0.29000100000000373
1288,20121216  8:00AM UTC,"Walmart Gives $165,000 to 11 Nonprofits Providing Job Training and Support on the Seventh Day of ""12 Days of Giving"" Holiday Campaign","('Walmart', 'Gives', '$ 165,000 to 11 Nonprofits')",Walmart,Gives,"$ 165,000 to 11 Nonprofits",Walmart Gives,"Gives $ 165,000 to 11 Nonprofits","Walmart Gives $ 165,000 to 11 Nonprofits",-0.09000400000000752,0.4499969999999962
1289,20121217  8:52PM UTC,Walmart Statement in Response to December 17 New York Times Article About Allegations of Corruption in Mexico,"('Walmart Statement', 'is in', 'Response')",Walmart Statement,is in,Response,Walmart Statement is in,is in Response,Walmart Statement is in Response,-0.09000400000000752,0.4499969999999962
1290,20121217  8:52PM UTC,Walmart Statement in Response to December 17 New York Times Article About Allegations of Corruption in Mexico,"('Walmart Statement', 'is in', 'Response')",Walmart Statement,is in,Response,Walmart Statement is in,is in Response,Walmart Statement is in Response,-0.09000400000000752,0.4499969999999962
1293,20121218  8:00AM UTC,"Walmart Gives $187,500 to 15 Nonprofits Providing Shelter on the Ninth Day of ""12 Days of Giving"" Holiday Campaign","('Walmart', 'Gives', '$ 187,500 to 15 Nonprofits')",Walmart,Gives,"$ 187,500 to 15 Nonprofits",Walmart Gives,"Gives $ 187,500 to 15 Nonprofits","Walmart Gives $ 187,500 to 15 Nonprofits",0.15000200000000063,0.3000030000000038
