Unnamed: 0,time,title,Tuples,s,p,o,sp,po,spo,open price change,close price change
565,20071105 10:14 AM EST,Google shares rise amid mobile product expectations,"('Google shares', 'rise amid', 'mobile product expectations')",Google shares,rise amid,mobile product expectations,Google shares rise amid,rise amid mobile product expectations,Google shares rise amid mobile product expectations,-1.7534180000000106,7.173125999999968
566,20071106 05:42 PM EST,UPDATE 1-US Republicans seek privacy hearing on Google deal,"('US Republicans', 'seek', 'privacy hearing on Google deal')",US Republicans,seek,privacy hearing on Google deal,US Republicans seek,seek privacy hearing on Google deal,US Republicans seek privacy hearing on Google deal,15.227936,8.039855999999986
567,20071106 02:58 PM EST,Republicans seek privacy hearing on Google deal,"('Republicans', 'seek', 'privacy hearing on Google deal')",Republicans,seek,privacy hearing on Google deal,Republicans seek,seek privacy hearing on Google deal,Republicans seek privacy hearing on Google deal,15.227936,8.039855999999986
568,20071106 09:30 AM EST,Nokia says door open to Google alliance,"('Nokia', 'says', 'door open')",Nokia,says,door open,Nokia says,says door open,Nokia says door open,15.227936,8.039855999999986
569,20071106 09:17 AM EST,Google enters mobile phone market,"('Google', 'enters', 'mobile phone market')",Google,enters,mobile phone market,Google enters,enters mobile phone market,Google enters mobile phone market,15.227936,8.039855999999986
571,20071106 07:27 AM EST,"US STOCKS-Futures rise on Citi appointment, Google","('US STOCKS Futures', 'rise on', 'Citi appointment')",US STOCKS Futures,rise on,Citi appointment,US STOCKS Futures rise on,rise on Citi appointment,US STOCKS Futures rise on Citi appointment,15.227936,8.039855999999986
572,20071106 01:15 AM EST,Rivals dismiss threat of Google mobile platform,"('Rivals', 'dismiss', 'threat of Google mobile platform')",Rivals,dismiss,threat of Google mobile platform,Rivals dismiss,dismiss threat of Google mobile platform,Rivals dismiss threat of Google mobile platform,15.227936,8.039855999999986
573,20071106 01:15 AM EST,"Google enters mobile phone market, shakes industry","('Google', 'enters', 'mobile phone market')",Google,enters,mobile phone market,Google enters,enters mobile phone market,Google enters mobile phone market,15.227936,8.039855999999986
574,20071107 08:18 PM EST,"As Google pushes phones, Yahoo zeros in on ad deals","('Google', 'pushes', 'phones')",Google,pushes,phones,Google pushes,pushes phones,Google pushes phones,1.778320000000008,-4.408478000000002
575,20071107 05:48 PM EST,"As Google pushes phones, Yahoo zeros in on ad deals","('Google', 'pushes', 'phones')",Google,pushes,phones,Google pushes,pushes phones,Google pushes phones,1.778320000000008,-4.408478000000002
576,20071107 05:27 PM EST,"As Google pushes phones, Yahoo zeros in on ad deals","('Google', 'pushes', 'phones')",Google,pushes,phones,Google pushes,pushes phones,Google pushes phones,1.778320000000008,-4.408478000000002
577,20071107 01:11 AM EST,Nokia says door open to Google alliance,"('Nokia', 'says', 'door open')",Nokia,says,door open,Nokia says,says door open,Nokia says door open,1.778320000000008,-4.408478000000002
578,20071108 11:27 AM EST,"As Google pushes phones, Yahoo zeros in on ad deals","('Google', 'pushes', 'phones')",Google,pushes,phones,Google pushes,pushes phones,Google pushes phones,-3.2528070000000184,-19.476988999999946
579,20071109 09:02 AM EST,"As Google pushes phones, Yahoo zeros in on ad deals","('Google', 'pushes', 'phones')",Google,pushes,phones,Google pushes,pushes phones,Google pushes phones,-29.300170999999978,-14.879242000000033
580,20071111 04:16 PM EST,Google sued over patent by Northeastern University,"('Google', 'sued by', 'University')",Google,sued by,University,Google sued by,sued by University,Google sued by University,-8.986328000000015,-15.89041199999997
581,20071112 11:47 AM EST,Google sued over patent by Northeastern University,"('Google', 'sued by', 'University')",Google,sued by,University,Google sued by,sued by University,Google sued by University,-8.986328000000015,-15.89041199999997
585,20071113 01:26 PM EST,EU to probe Google/DoubleClick plan,"('EU', 'probe', 'Google DoubleClick plan')",EU,probe,Google DoubleClick plan,EU probe,probe Google DoubleClick plan,EU probe Google DoubleClick plan,-6.351197000000013,14.186797999999953
586,20071113 01:25 PM EST,"Google CEO ""disappointed"" by EU DoubleClick probe","('Google CEO', 'disappointed by', 'EU DoubleClick probe')",Google CEO,disappointed by,EU DoubleClick probe,Google CEO disappointed by,disappointed by EU DoubleClick probe,Google CEO disappointed by EU DoubleClick probe,-6.351197000000013,14.186797999999953
587,20071113 12:43 PM EST,UPDATE 1-EU confirms in-depth Google/DoubleClick probe,"('UPDATE EU', 'confirms', 'in depth Google DoubleClick probe')",UPDATE EU,confirms,in depth Google DoubleClick probe,UPDATE EU confirms,confirms in depth Google DoubleClick probe,UPDATE EU confirms in depth Google DoubleClick probe,-6.351197000000013,14.186797999999953
588,20071113 12:20 PM EST,EU confirms in-depth Google/DoubleClick probe,"('EU', 'confirms', 'in depth Google DoubleClick probe')",EU,confirms,in depth Google DoubleClick probe,EU confirms,confirms in depth Google DoubleClick probe,EU confirms in depth Google DoubleClick probe,-6.351197000000013,14.186797999999953
595,20071119 08:42 PM EST,Google-funded 23andMe offers $999 DNA test,"('funded 23andMe', 'offers', '999 DNA test')",funded 23andMe,offers,999 DNA test,funded 23andMe offers,offers 999 DNA test,funded 23andMe offers 999 DNA test,-2.166870000000017,-3.875456999999983
597,20071119 07:15 PM EST,Lawmakers urge Google/DoubleClick deal scrutiny,"('Lawmakers', 'urge', 'Google DoubleClick deal scrutiny')",Lawmakers,urge,Google DoubleClick deal scrutiny,Lawmakers urge,urge Google DoubleClick deal scrutiny,Lawmakers urge Google DoubleClick deal scrutiny,-2.166870000000017,-3.875456999999983
598,20071119 05:43 PM EST,US lawmakers urge Google/DoubleClick deal scrutiny,"('US lawmakers', 'urge', 'Google DoubleClick deal scrutiny')",US lawmakers,urge,Google DoubleClick deal scrutiny,US lawmakers urge,urge Google DoubleClick deal scrutiny,US lawmakers urge Google DoubleClick deal scrutiny,-2.166870000000017,-3.875456999999983
599,20071119 03:57 PM EST,"Google-funded 23andMe starts, offers $999 DNA test","('23andMe starts', 'offers', '999 DNA test')",23andMe starts,offers,999 DNA test,23andMe starts offers,offers 999 DNA test,23andMe starts offers 999 DNA test,-2.166870000000017,-3.875456999999983
600,20071119 02:22 PM EST,"Google-funded 23andMe starts, offers $999 DNA test","('23andMe starts', 'offers', '999 DNA test')",23andMe starts,offers,999 DNA test,23andMe starts offers,offers 999 DNA test,23andMe starts offers 999 DNA test,-2.166870000000017,-3.875456999999983
602,20071119 05:48 AM EST,"EU, eyeing courts, takes time on Google deal","('EU', 'takes', 'time')",EU,takes,time,EU takes,takes time,EU takes time,-2.166870000000017,-3.875456999999983
603,20071120 02:16 PM EST,Google stock recovers as new high $900 target set,"('Google stock', 'recovers as', 'new 900 target set')",Google stock,recovers as,new 900 target set,Google stock recovers as,recovers as new 900 target set,Google stock recovers as new 900 target set,3.4321290000000317,11.302611999999954
604,20071121 04:41 PM EST,Google U.S. Web search share jumps to 58.5 pct,"('Google U.S. Web search share', 'jumps to', '58.5 pct')",Google U.S. Web search share,jumps to,58.5 pct,Google U.S. Web search share jumps to,jumps to 58.5 pct,Google U.S. Web search share jumps to 58.5 pct,3.631409000000019,5.967651000000046
605,20071121 09:27 AM EST,Google-funded 23andMe offers $999 DNA test,"('funded 23andMe', 'offers', '999 DNA test')",funded 23andMe,offers,999 DNA test,funded 23andMe offers,offers 999 DNA test,funded 23andMe offers 999 DNA test,3.631409000000019,5.967651000000046
606,20071122 08:28 AM EST,Google's search share jumps,"('Google', 'has', 'search share')",Google,has,search share,Google has,has search share,Google has search share,3.631409000000019,5.967651000000046
607,20071126 04:00 PM EST,"Why Google's 'Android' Is More About Advertising And Less About Business, According...","('Google', 'has', 'Android')",Google,has,Android,Google has,has Android,Google has Android,5.0809639999999945,-5.330016999999998
608,20071126 12:05 PM EST,Blinkx Plc - Surpasses Google Video in UK : NON-REG,"('Blinkx Plc Surpasses Google Video', 'is in', 'UK')",Blinkx Plc Surpasses Google Video,is in,UK,Blinkx Plc Surpasses Google Video is in,is in UK,Blinkx Plc Surpasses Google Video is in UK,5.0809639999999945,-5.330016999999998
609,20071126 07:49 AM EST,Google's Chinese foray depends on local know-how,"(""Google 's foray"", 'depends on', 'local know how')",Google 's foray,depends on,local know how,Google 's foray depends on,depends on local know how,Google 's foray depends on local know how,5.0809639999999945,-5.330016999999998
610,20071127 09:45 PM EST,Google aims for renewable energy priced below coal,"('Google', 'aims for', 'energy priced')",Google,aims for,energy priced,Google aims for,aims for energy priced,Google aims for energy priced,-2.689911000000052,3.770873999999992
611,20071127 09:40 PM EST,UPDATE 3-Google aims for renewable energy priced below coal,"('UPDATE Google', 'aims for', 'energy priced')",UPDATE Google,aims for,energy priced,UPDATE Google aims for,aims for energy priced,UPDATE Google aims for energy priced,-2.689911000000052,3.770873999999992
612,20071127 08:22 PM EST,"Verizon Wireless opens network, in win for Google","('Verizon Wireless', 'opens network in', 'win for Google')",Verizon Wireless,opens network in,win for Google,Verizon Wireless opens network in,opens network in win for Google,Verizon Wireless opens network in win for Google,-2.689911000000052,3.770873999999992
613,20071127 08:17 PM EST,"UPDATE 2-Verizon Wireless opens network, in win for Google","('UPDATE 2 Verizon Wireless', 'opens network in', 'win for Google')",UPDATE 2 Verizon Wireless,opens network in,win for Google,UPDATE 2 Verizon Wireless opens network in,opens network in win for Google,UPDATE 2 Verizon Wireless opens network in win for Google,-2.689911000000052,3.770873999999992
614,20071127 06:18 PM EST,Google aims for renewable energy priced below coal,"('Google', 'aims for', 'energy priced')",Google,aims for,energy priced,Google aims for,aims for energy priced,Google aims for energy priced,-2.689911000000052,3.770873999999992
615,20071127 05:08 PM EST,Google plans renewable energy push,"('Google', 'plans', 'energy push')",Google,plans,energy push,Google plans,plans energy push,Google plans energy push,-2.689911000000052,3.770873999999992
616,20071127 02:48 PM EST,Dell to offer Google search devices to businesses,"('Dell', 'offer Google search devices to', 'businesses')",Dell,offer Google search devices to,businesses,Dell offer Google search devices to,offer Google search devices to businesses,Dell offer Google search devices to businesses,-2.689911000000052,3.770873999999992
617,20071127 02:07 PM EST,UPDATE 1-Verizon Wireless opens network in win for Google,"('UPDATE 1 Verizon Wireless', 'opens', 'network')",UPDATE 1 Verizon Wireless,opens,network,UPDATE 1 Verizon Wireless opens,opens network,UPDATE 1 Verizon Wireless opens network,-2.689911000000052,3.770873999999992
618,20071127 02:01 PM EST,Google to Present at the UBS Global Media & Communications Conference,"('Google', 'Present', 'Conference')",Google,Present,Conference,Google Present,Present Conference,Google Present Conference,-2.689911000000052,3.770873999999992
619,20071127 01:21 PM EST,Dell to offer Google search devices to businesses,"('Dell', 'offer Google search devices to', 'businesses')",Dell,offer Google search devices to,businesses,Dell offer Google search devices to,offer Google search devices to businesses,Dell offer Google search devices to businesses,-2.689911000000052,3.770873999999992
620,20071127 01:00 PM EST,Dell Simplifies Search with Google,"('Dell', 'Simplifies Search with', 'Google')",Dell,Simplifies Search with,Google,Dell Simplifies Search with,Simplifies Search with Google,Dell Simplifies Search with Google,-2.689911000000052,3.770873999999992
621,20071127 11:23 AM EST,Google says to invest in renewable energy push,"('Google', 'says', 'invest in renewable energy push')",Google,says,invest in renewable energy push,Google says,says invest in renewable energy push,Google says invest in renewable energy push,-2.689911000000052,3.770873999999992
622,20071127 11:02 AM EST,Google Inc. and Google.Org to Discuss Renewable Energy Initiative,"('Google.Org', 'Discuss', 'Energy Initiative')",Google.Org,Discuss,Energy Initiative,Google.Org Discuss,Discuss Energy Initiative,Google.Org Discuss Energy Initiative,-2.689911000000052,3.770873999999992
623,20071127 11:01 AM EST,Google's Goal: Renewable Energy Cheaper Than Coal,"('Google', 'has', 'Goal')",Google,has,Goal,Google has,has Goal,Google has Goal,-2.689911000000052,3.770873999999992
625,20071127 08:00 AM EST,Hitwise Reports That www.blinkx.com Recently Surpassed Google Video in the UK With...,"('www.blinkx.com', 'Recently Surpassed', 'Google Video')",www.blinkx.com,Recently Surpassed,Google Video,www.blinkx.com Recently Surpassed,Recently Surpassed Google Video,www.blinkx.com Recently Surpassed Google Video,-2.689911000000052,3.770873999999992
626,20071127 05:01 AM EST,Google plans service to store users' data: report,"('service', 'store', ""users ' data"")",service,store,users ' data,service store,store users ' data,service store users ' data,-2.689911000000052,3.770873999999992
628,20071128 11:21 AM EST,"Google ""My Location"" to ease mobile map use","('My Location', 'ease', 'mobile map use')",My Location,ease,mobile map use,My Location ease,ease mobile map use,My Location ease mobile map use,3.6413269999999898,9.310089000000005
629,20071128 10:30 AM EST,PeekYou Personalizes Google - See the People Behind Your Search Results,"('Google', 'See', 'People Behind Your Search Results')",Google,See,People Behind Your Search Results,Google See,See People Behind Your Search Results,Google See People Behind Your Search Results,3.6413269999999898,9.310089000000005
630,20071128 09:16 AM EST,Hearst-Argyle to become reseller of Google advertising program,"('Hearst Argyle', 'become', 'reseller of Google advertising program')",Hearst Argyle,become,reseller of Google advertising program,Hearst Argyle become,become reseller of Google advertising program,Hearst Argyle become reseller of Google advertising program,3.6413269999999898,9.310089000000005
631,20071128 09:11 AM EST,Hearst-Argyle to become reseller of Google advertising program,"('Hearst Argyle', 'become', 'reseller of Google advertising program')",Hearst Argyle,become,reseller of Google advertising program,Hearst Argyle become,become reseller of Google advertising program,Hearst Argyle become reseller of Google advertising program,3.6413269999999898,9.310089000000005
633,20071128 08:00 AM EST,Western Union Launches Cash Payment for Google AdSense Subscribers in Nine Countries,"('Western Union', 'Launches', 'Cash Payment')",Western Union,Launches,Cash Payment,Western Union Launches,Launches Cash Payment,Western Union Launches Cash Payment,3.6413269999999898,9.310089000000005
634,20071128 06:00 AM EST," Simply Hired, ""Google for Jobs,"" Selected as Finalist for ""Red Herring 100 Global"" Awards 2007","('Hired Google', 'Selected for', 'Red Herring 100')",Hired Google,Selected for,Red Herring 100,Hired Google Selected for,Selected for Red Herring 100,Hired Google Selected for Red Herring 100,3.6413269999999898,9.310089000000005
635,20071128 05:38 AM EST,Google plans renewable energy push,"('Google', 'plans', 'energy push')",Google,plans,energy push,Google plans,plans energy push,Google plans energy push,3.6413269999999898,9.310089000000005
636,20071129 02:09 AM EST,Hearst-Argyle to become reseller of Google advertising program,"('Hearst Argyle', 'become', 'reseller of Google advertising program')",Hearst Argyle,become,reseller of Google advertising program,Hearst Argyle become,become reseller of Google advertising program,Hearst Argyle become reseller of Google advertising program,4.303894000000071,2.361145000000022
637,20071130 10:23 PM EST,Google to bid for U.S. mobile airwaves,"('Google', 'bid for', 'U.S. mobile airwaves')",Google,bid for,U.S. mobile airwaves,Google bid for,bid for U.S. mobile airwaves,Google bid for U.S. mobile airwaves,10.08718799999997,-1.9925230000000056
638,20071130 04:22 PM EST,Google to bid for U.S. mobile airwaves,"('Google', 'bid for', 'U.S. mobile airwaves')",Google,bid for,U.S. mobile airwaves,Google bid for,bid for U.S. mobile airwaves,Google bid for U.S. mobile airwaves,10.08718799999997,-1.9925230000000056
639,20071130 10:50 AM EST,"Next Inning Technology Updates Outlooks for Google, SiRF Technology Holdings, STMicroelectronics,...","('Inning Technology', 'Next Updates', 'Outlooks for Google')",Inning Technology,Next Updates,Outlooks for Google,Inning Technology Next Updates,Next Updates Outlooks for Google,Inning Technology Next Updates Outlooks for Google,10.08718799999997,-1.9925230000000056
640,20071130 10:47 AM EST,Google to bid for U.S. mobile airwaves,"('Google', 'bid for', 'U.S. mobile airwaves')",Google,bid for,U.S. mobile airwaves,Google bid for,bid for U.S. mobile airwaves,Google bid for U.S. mobile airwaves,10.08718799999997,-1.9925230000000056
641,20071130 09:01 AM EST,Google Will Apply to Participate in FCC Spectrum Auction,"('Google', 'Will Apply to', 'Participate')",Google,Will Apply to,Participate,Google Will Apply to,Will Apply to Participate,Google Will Apply to Participate,10.08718799999997,-1.9925230000000056
642,20071130 09:00 AM EST,Google's User Voting in Results Validates Sproose.com Search Model,"('Google', 'has', 'User Voting in Results')",Google,has,User Voting in Results,Google has,has User Voting in Results,Google has User Voting in Results,10.08718799999997,-1.9925230000000056
643,20071130 08:30 AM EST,Google's Android: A Shot in the Arm for Mobile Linux? ABI Research Answers,"('Google', 'has', 'Android')",Google,has,Android,Google has,has Android,Google has Android,10.08718799999997,-1.9925230000000056
644,20071130 08:19 AM EST,Google to bid on mobile airwaves: report,"('Google', 'bid on', 'airwaves')",Google,bid on,airwaves,Google bid on,bid on airwaves,Google bid on airwaves,10.08718799999997,-1.9925230000000056
645,20071203 01:01 PM EST,Google's Marissa Mayer to Announce Fastest-Rising Search Terms for 2007 and Host...,"(""Google 's Marissa Mayer"", 'Announce', 'Rising Search Terms')",Google 's Marissa Mayer,Announce,Rising Search Terms,Google 's Marissa Mayer Announce,Announce Rising Search Terms,Google 's Marissa Mayer Announce Rising Search Terms,-9.957672000000002,-5.7135920000000056
647,20071204 07:44 PM EST,iPhone tops list of 2007 Google searches,"('iPhone', 'tops', 'list')",iPhone,tops,list,iPhone tops,tops list,iPhone tops list,-6.3262940000000185,1.310088999999948
648,20071204 05:59 PM EST,"SAP unveils Google-inspired software, iPhone program","('SAP', 'unveils', 'software')",SAP,unveils,software,SAP unveils,unveils software,SAP unveils software,-6.3262940000000185,1.310088999999948
649,20071204 03:57 PM EST,Google looks to ad partners beyond DoubleClick deal,"('Google', 'looks to', 'ad partners beyond DoubleClick deal')",Google,looks to,ad partners beyond DoubleClick deal,Google looks to,looks to ad partners beyond DoubleClick deal,Google looks to ad partners beyond DoubleClick deal,-6.3262940000000185,1.310088999999948
650,20071204 03:53 PM EST,UPDATE 2-Google looks to ad partners beyond DoubleClick deal,"('UPDATE 2 Google', 'looks to', 'ad partners')",UPDATE 2 Google,looks to,ad partners,UPDATE 2 Google looks to,looks to ad partners,UPDATE 2 Google looks to ad partners,-6.3262940000000185,1.310088999999948
651,20071204 10:00 AM EST,Research and Markets: Google Has Made Several Acquisitions in Recent Years Including...,"('Google', 'Has Made', 'Acquisitions')",Google,Has Made,Acquisitions,Google Has Made,Has Made Acquisitions,Google Has Made Acquisitions,-6.3262940000000185,1.310088999999948
652,20071204 06:10 AM EST,Alfresco Adds iGoogle Access to Social Computing Platform,"('Alfresco', 'Adds iGoogle Access to', 'Social Computing Platform')",Alfresco,Adds iGoogle Access to,Social Computing Platform,Alfresco Adds iGoogle Access to,Adds iGoogle Access to Social Computing Platform,Alfresco Adds iGoogle Access to Social Computing Platform,-6.3262940000000185,1.310088999999948
653,20071204 06:00 AM EST,Google's Marissa Mayer to Announce Fastest-Rising Search Terms for 2007 and Host...,"(""Google 's Marissa Mayer"", 'Announce', 'Rising Search Terms')",Google 's Marissa Mayer,Announce,Rising Search Terms,Google 's Marissa Mayer Announce,Announce Rising Search Terms,Google 's Marissa Mayer Announce Rising Search Terms,-6.3262940000000185,1.310088999999948
654,20071205 10:03 PM EST,Dr. William 'Red' Whittaker and Raytheon Company Collaborate to Pursue Google Lunar...,"('Dr. William', 'Pursue', 'Google Lunar')",Dr. William,Pursue,Google Lunar,Dr. William Pursue,Pursue Google Lunar,Dr. William Pursue Google Lunar,7.183075000000031,7.1482240000000274
656,20071205 11:56 AM EST,Google unveils application for iPhone,"('Google', 'unveils', 'application')",Google,unveils,application,Google unveils,unveils application,Google unveils application,7.183075000000031,7.1482240000000274
658,20071205 09:01 AM EST,Jott(TM) Launches Voice Calendaring On Google(TM) Calendar,"('Jott', 'Launches Voice Calendaring On', 'TM')",Jott,Launches Voice Calendaring On,TM,Jott Launches Voice Calendaring On,Launches Voice Calendaring On TM,Jott Launches Voice Calendaring On TM,7.183075000000031,7.1482240000000274
660,20071205 07:33 AM EST,Google looks to ad partners beyond DoubleClick deal,"('Google', 'looks to', 'ad partners beyond DoubleClick deal')",Google,looks to,ad partners beyond DoubleClick deal,Google looks to,looks to ad partners beyond DoubleClick deal,Google looks to ad partners beyond DoubleClick deal,7.183075000000031,7.1482240000000274
663,20071205 01:55 AM EST,Google looks to ad partners beyond DoubleClick deal,"('Google', 'looks to', 'ad partners beyond DoubleClick deal')",Google,looks to,ad partners beyond DoubleClick deal,Google looks to,looks to ad partners beyond DoubleClick deal,Google looks to ad partners beyond DoubleClick deal,7.183075000000031,7.1482240000000274
665,20071206 07:00 AM EST,Drawloop Introduces LOOP to PDF for iGoogle -- Allowing You to Quickly Convert and...,"('Drawloop', 'Introduces LOOP to', 'PDF for iGoogle')",Drawloop,Introduces LOOP to,PDF for iGoogle,Drawloop Introduces LOOP to,Introduces LOOP to PDF for iGoogle,Drawloop Introduces LOOP to PDF for iGoogle,2.5255129999999895,8.343719000000021
668,20071211 07:00 AM EST, IT Mill Integrates Google Web Toolkit (GWT) and Open-Sources Its RIA Development Tools,"('IT', 'Integrates', 'GWT')",IT,Integrates,GWT,IT Integrates,Integrates GWT,IT Integrates GWT,1.9676200000000676,-9.574126999999976
669,20071211 06:30 AM EST," Adam Bosworth, Google Health Architect and Tim Berners-Lee, Inventor of World Wide Web, to Conclude 3rd Annual World","('Lee', 'Inventor of', 'World Wide Web')",Lee,Inventor of,World Wide Web,Lee Inventor of,Inventor of World Wide Web,Lee Inventor of World Wide Web,1.9676200000000676,-9.574126999999976
670,20071212 07:37 PM EST,Groups ask FTC chief to recuse self in Google deal,"('recuse self', 'is in', 'Google deal')",recuse self,is in,Google deal,recuse self is in,is in Google deal,recuse self is in Google deal,-2.958923000000027,0.07473699999997052
671,20071212 08:39 AM EST,Research and Markets:Detailed Report Examines How Android Fits In With Google's Wider...,"('Detailed Report', 'Fits In', ""In Google 's Wider"")",Detailed Report,Fits In,In Google 's Wider,Detailed Report Fits In,Fits In In Google 's Wider,Detailed Report Fits In In Google 's Wider,-2.958923000000027,0.07473699999997052
672,20071212 03:01 AM EST,Google to Discuss OpenSocial at the Miami Social Networking Conference on January...,"('Google', 'Discuss OpenSocial at', 'Miami Social Conference')",Google,Discuss OpenSocial at,Miami Social Conference,Google Discuss OpenSocial at,Discuss OpenSocial at Miami Social Conference,Google Discuss OpenSocial at Miami Social Conference,-2.958923000000027,0.07473699999997052
674,20071214 04:28 PM EST,Google tests Wikipedia-like knowledge pages on Web,"('Google', 'tests', 'Wikipedia like knowledge pages')",Google,tests,Wikipedia like knowledge pages,Google tests,tests Wikipedia like knowledge pages,Google tests Wikipedia like knowledge pages,-4.3835450000000264,-2.0373539999999366
677,20071217 01:19 PM EST,WildBlue Communications(R) Offers Enhanced WildBlue.net Customer Portal with Google...,"('WildBlue Communications', 'Offers', 'WildBlue.net Customer Portal')",WildBlue Communications,Offers,WildBlue.net Customer Portal,WildBlue Communications Offers,Offers WildBlue.net Customer Portal,WildBlue Communications Offers WildBlue.net Customer Portal,0.2440800000000536,-10.326293000000021
678,20071217 08:10 AM EST, Cenzic Discovers Vulnerabilities and Potential Threats in Google and Microsoft Software,"('Cenzic', 'Discovers Vulnerabilities in', 'Google')",Cenzic,Discovers Vulnerabilities in,Google,Cenzic Discovers Vulnerabilities in,Discovers Vulnerabilities in Google,Cenzic Discovers Vulnerabilities in Google,0.2440800000000536,-10.326293000000021
679,20071217 08:05 AM EST, Cenzic Discovers Vulnerabilities and Potential Threats in Google and Microsoft Software,"('Cenzic', 'Discovers Vulnerabilities in', 'Google')",Cenzic,Discovers Vulnerabilities in,Google,Cenzic Discovers Vulnerabilities in,Discovers Vulnerabilities in Google,Cenzic Discovers Vulnerabilities in Google,0.2440800000000536,-10.326293000000021
681,20071219 06:14 PM EST,"Microsoft, Google and Yahoo settle gambling claims","('Microsoft', 'settle', 'gambling claims')",Microsoft,settle,gambling claims,Microsoft settle,settle gambling claims,Microsoft settle gambling claims,0.024901999999997315,2.0024720000000116
682,20071219 06:11 PM EST,"UPDATE 2-Microsoft, Google, Yahoo settle gambling claims","('Yahoo', 'settle', 'gambling claims')",Yahoo,settle,gambling claims,Yahoo settle,settle gambling claims,Yahoo settle gambling claims,0.024901999999997315,2.0024720000000116
683,20071219 05:18 PM EST,"Microsoft, Google, & Yahoo! Pay Millions to U.S. for Their Past Promotion of Illegal...","('Yahoo!', 'Pay Millions for', 'Their Past Promotion')",Yahoo!,Pay Millions for,Their Past Promotion,Yahoo! Pay Millions for,Pay Millions for Their Past Promotion,Yahoo! Pay Millions for Their Past Promotion,0.024901999999997315,2.0024720000000116
684,20071219 12:55 PM EST,New Report Discusses Google Android and Funambol Open Source Impact on Mass Market...,"('New Report', 'Discusses', 'Google Android Impact on Mass Market')",New Report,Discusses,Google Android Impact on Mass Market,New Report Discusses,Discusses Google Android Impact on Mass Market,New Report Discusses Google Android Impact on Mass Market,0.024901999999997315,2.0024720000000116
686,20071220 05:18 PM EST,Google wins U.S. antitrust OK to buy DoubleClick,"('Google', 'wins', 'U.S.')",Google,wins,U.S.,Google wins,wins U.S.,Google wins U.S.,5.788298999999995,6.136992999999961
687,20071220 11:12 AM EST,Google wins antitrust OK to buy DoubleClick,"('antitrust OK', 'buy', 'DoubleClick')",antitrust OK,buy,DoubleClick,antitrust OK buy,buy DoubleClick,antitrust OK buy DoubleClick,5.788298999999995,6.136992999999961
688,20071220 09:53 AM EST,Federal Trade Commission Clears Google's Acquisition of DoubleClick,"('Federal Trade Commission', 'Clears', ""Google 's Acquisition"")",Federal Trade Commission,Clears,Google 's Acquisition,Federal Trade Commission Clears,Clears Google 's Acquisition,Federal Trade Commission Clears Google 's Acquisition,5.788298999999995,6.136992999999961
689,20071220 06:27 AM EST,"EU lobby says Google, Doubleclick merger hurts privacy","('Doubleclick merger', 'hurts', 'privacy')",Doubleclick merger,hurts,privacy,Doubleclick merger hurts,hurts privacy,Doubleclick merger hurts privacy,5.788298999999995,6.136992999999961
690,20071220 02:12 AM EST,"Microsoft, Google, Yahoo settle gambling claims","('Yahoo', 'settle', 'gambling claims')",Yahoo,settle,gambling claims,Yahoo settle,settle gambling claims,Yahoo settle gambling claims,5.788298999999995,6.136992999999961
692,20071221 01:37 AM EST,Google wins U.S. antitrust OK to buy DoubleClick,"('Google', 'wins', 'U.S.')",Google,wins,U.S.,Google wins,wins U.S.,Google wins U.S.,6.00250299999999,3.486938000000066
693,20071224 11:13 PM EST,UPDATE 2-Japan's NTT DoCoMo to tie up with Google-sources,"('2 Japan', 'has', 'NTT DoCoMo')",2 Japan,has,NTT DoCoMo,2 Japan has,has NTT DoCoMo,2 Japan has NTT DoCoMo,-1.4396059999999693,2.012451999999996
694,20071224 06:31 PM EST,Japan's NTT DoCoMo to tie up with Google-paper,"('Japan', 'has', 'NTT DoCoMo')",Japan,has,NTT DoCoMo,Japan has,has NTT DoCoMo,Japan has NTT DoCoMo,-1.4396059999999693,2.012451999999996
696,20071226 04:48 PM EST,UPDATE 2-US appeals court hands Google patent case setback,"('UPDATE 2 US appeals court', 'hands', 'Google patent case setback')",UPDATE 2 US appeals court,hands,Google patent case setback,UPDATE 2 US appeals court hands,hands Google patent case setback,UPDATE 2 US appeals court hands Google patent case setback,1.9925539999999842,5.036132000000009
697,20071226 02:59 PM EST,Japan's NTT DoCoMo to tie up with Google-sources,"('Japan', 'has', 'NTT DoCoMo')",Japan,has,NTT DoCoMo,Japan has,has NTT DoCoMo,Japan has NTT DoCoMo,1.9925539999999842,5.036132000000009
698,20071226 01:20 PM EST,"US STOCKS-Dow, S&P; cut losses; Nasdaq up with Google","('Nasdaq', 'is with', 'Google')",Nasdaq,is with,Google,Nasdaq is with,is with Google,Nasdaq is with Google,1.9925539999999842,5.036132000000009
701,20071227 07:06 AM EST,US appeals court hands Google patent case setback,"('US appeals court', 'hands', 'Google patent case setback')",US appeals court,hands,Google patent case setback,US appeals court hands,hands Google patent case setback,US appeals court hands Google patent case setback,4.024901999999997,-5.031127000000026
702,20080102 10:01 AM EST," Android-Ready, Object-Oriented Perst Embedded Database Brings Rich Development Tools to Google's Mobile Platform","('Google', 'to', 'Mobile Platform')",Google,to,Mobile Platform,Google to,to Mobile Platform,Google to Mobile Platform,-2.839355000000012,-3.1332400000000007
